date,cumulative_confirmed,population,country_name,subregion1_name,subregion2_name,aggregation_level
2021-08-03,,384982,Indonesia,North Sumatra,Labuhanbatu Utara,2
2021-08-03,,90395,Indonesia,North Sumatra,Nias Barat,2
2021-08-03,,269053,Indonesia,North Sumatra,Binjai,2
2021-08-03,86180,8851240,Indonesia,South Sulawesi,,1
2021-08-03,,418189,Indonesia,Aceh,Aceh Timur,2
2021-08-03,,204835,Indonesia,Aceh,Aceh Tengah,2
2021-08-03,,539314,Indonesia,Bali,Karangasem,2
2021-08-03,,1030720,Indonesia,West Java,Bogor,2
2021-08-03,,,Indonesia,East Java,Pasuruan,2
2021-08-03,,,Indonesia,East Java,Mojokerto,2
2021-08-03,,130196,Indonesia,East Java,Mojokerto,2
2021-08-03,,861240,Indonesia,Central Java,Karanganyar,2
2021-08-03,,958606,Indonesia,Central Java,Sragen,2
2021-08-03,,612334,Indonesia,Central Java,Rembang,2
2021-08-03,,988708,Indonesia,Central Java,Semarang,2
2021-08-03,,477764,Indonesia,West Kalimantan,Sanggau,2
2021-08-03,,203008,Indonesia,Riau Islands,Tanjung Pinang,2
2021-08-03,,405719,Indonesia,Central Kalimantan,Kapuas,2
2021-08-03,,121455,Indonesia,Central Kalimantan,Barito Selatan,2
2021-08-03,,,Indonesia,Maluku,Kepulauan Aru,2
2021-08-03,,372249,Indonesia,Maluku,Ambon,2
2021-08-03,,48866,Indonesia,North Maluku,Halmahera Tengah,2
2021-08-03,,708236,Indonesia,West Nusa Tenggara,Lombok Barat,2
2021-08-03,,433970,Indonesia,East Nusa Tenggara,Kupang,2
2021-08-03,,,Indonesia,North Sulawesi,Minahasa,2
2021-08-03,,70487,Indonesia,North Sulawesi,Kepulauan Siau Tagulandang Biaro,2
2021-08-03,,96411,Indonesia,North Sulawesi,Tomohon,2
2021-08-03,,230089,Indonesia,West Sumatra,Sijunjung,2
2021-08-03,,174479,Indonesia,West Sumatra,Solok Selatan,2
2021-08-03,,317691,Indonesia,South Sulawesi,Sidenreng Rappang,2
2021-08-03,,107452,Indonesia,Central Sulawesi,Morowali Utara,2
2021-08-03,,165763,Indonesia,North Sumatra,Tanjungbalai,2
2021-08-03,36419,8447737,Indonesia,Lampung,,1
2021-08-03,,443718,Indonesia,Aceh,Pidie,2
2021-08-03,,78801,Indonesia,Aceh,Subulussalam,2
2021-08-03,,110380,Indonesia,Bengkulu,Lebong,2
2021-08-03,,2054614,Indonesia,West Java,Cirebon,2
2021-08-03,,182819,Indonesia,West Java,Banjar,2
2021-08-03,,,Indonesia,East Java,Tulungagung,2
2021-08-03,,,Indonesia,East Java,Jombang,2
2021-08-03,,,Indonesia,East Java,Lamongan,2
2021-08-03,,223159,Indonesia,East Java,Probolinggo,2
2021-08-03,,2970730,Indonesia,East Java,Surabaya,2
2021-08-03,,885200,Indonesia,Central Java,Sukoharjo,2
2021-08-03,,951465,Indonesia,Central Java,Kendal,2
2021-08-03,,552118,Indonesia,Central Java,Surakarta,2
2021-08-03,,207564,Indonesia,East Kalimantan,Berau,2
2021-08-03,,246222,Indonesia,South Kalimantan,Hulu Sungai Tengah,2
2021-08-03,,125684,Indonesia,Maluku,Seram Bagian Timur,2
2021-08-03,,71409,Indonesia,Maluku,Buru Selatan,2
2021-08-03,,76353,Indonesia,North Maluku,Halmahera Timur,2
2021-08-03,,109763,Indonesia,Papua,Lanny Jaya,2
2021-08-03,,88463,Indonesia,Papua,Intan Jaya,2
2021-08-03,,46109,Indonesia,Papua,Deiyai,2
2021-08-03,,20212,Indonesia,West Papua,Tambrauw,2
2021-08-03,,68602,Indonesia,West Sumatra,Solok,2
2021-08-03,,85485,Indonesia,West Sumatra,Pariaman,2
2021-08-03,,133529,Indonesia,South Sulawesi,Selayar Islands,2
2021-08-03,,236850,Indonesia,South Sulawesi,Enrekang,2
2021-08-03,,279292,Indonesia,South Sulawesi,Tana Toraja,2
2021-08-03,,94971,Indonesia,North Sumatra,Sibolga,2
2021-08-03,48481,8470683,Indonesia,South Sumatra,,1
2021-08-03,,461062,Indonesia,Bali,Badung,2
2021-08-03,,161737,Indonesia,Bengkulu,Bengkulu Selatan,2
2021-08-03,,1100576,Indonesia,West Java,Sumedang,2
2021-08-03,,3500023,Indonesia,West Java,Bekasi,2
2021-08-03,,2576596,Indonesia,East Java,Malang,2
2021-08-03,,,Indonesia,East Java,Probolinggo,2
2021-08-03,,,Indonesia,East Java,Gresik,2
2021-08-03,,1781734,Indonesia,Jakarta,North Jakarta,2
2021-08-03,,845760,Indonesia,Central Java,Wonosobo,2
2021-08-03,,1621384,Indonesia,Central Java,Semarang,2
2021-08-03,,161413,Indonesia,East Kalimantan,Bontang,2
2021-08-03,,141344,Indonesia,Central Kalimantan,Seruyan,2
2021-08-03,,294636,Indonesia,Lampung,Lampung Barat,2
2021-08-03,,472483,Indonesia,Lampung,Way Kanan,2
2021-08-03,,161799,Indonesia,Lampung,Metro,2
2021-08-03,,,Indonesia,Maluku,Maluku Tenggara,2
2021-08-03,,213596,Indonesia,East Nusa Tenggara,Belu,2
2021-08-03,,82158,Indonesia,East Nusa Tenggara,Sumba Tengah,2
2021-08-03,,249218,Indonesia,East Nusa Tenggara,Manggarai Timur,2
2021-08-03,,101086,Indonesia,Papua,Asmat,2
2021-08-03,,82476,Indonesia,Papua,Yalimo,2
2021-08-03,,,Indonesia,West Papua,Manokwari,2
2021-08-03,,75410,Indonesia,West Papua,Teluk Bintuni,2
2021-08-03,,855221,Indonesia,Riau,Pekanbaru,2
2021-08-03,,215285,Indonesia,North Sulawesi,Minahasa Utara,2
2021-08-03,,83706,Indonesia,North Sulawesi,Bolaang Mongondow Utara,2
2021-08-03,,424559,Indonesia,West Sumatra,Pasaman Barat,2
2021-08-03,,302989,Indonesia,Southeast Sulawesi,Konawe Selatan,2
2021-08-03,,131623,Indonesia,Southeast Sulawesi,Kolaka Utara,2
2021-08-03,,92664,Indonesia,Southeast Sulawesi,Buton Selatan,2
2021-08-03,,152143,Indonesia,Southeast Sulawesi,Baubau,2
2021-08-03,,,Indonesia,South Sulawesi,Luwu,2
2021-08-03,,,Indonesia,South Sumatra,Musi Rawas,2
2021-08-03,,182807,Indonesia,South Sumatra,Musi Rawas Utara,2
2021-08-03,,208489,Indonesia,Central Sulawesi,Tolitoli,2
2021-08-03,,264108,Indonesia,North Sumatra,Tapanuli Selatan,2
2021-08-03,,,Indonesia,North Sumatra,Nias,2
2021-08-03,,144011,Indonesia,North Sumatra,Nias Utara,2
2021-08-03,,169786,Indonesia,North Sumatra,Tebing Tinggi,2
2021-08-03,16889,2704737,Indonesia,Southeast Sulawesi,,1
2021-08-03,,38077,Indonesia,Aceh,Sabang,2
2021-08-03,,191897,Indonesia,Gorontalo,Gorontalo,2
2021-08-03,,317604,Indonesia,Jambi,Tanjung Jabung Barat,2
2021-08-03,,316126,Indonesia,West Java,Cirebon,2
2021-08-03,,,Indonesia,East Java,Bangkalan,2
2021-08-03,,868524,Indonesia,Central Java,Blora,2
2021-08-03,,205830,Indonesia,South Kalimantan,Hulu Sungai Selatan,2
2021-08-03,,302524,Indonesia,Lampung,Mesuji,2
2021-08-03,,136492,Indonesia,West Nusa Tenggara,Bima,2
2021-08-03,,57736,Indonesia,Papua,Keerom,2
2021-08-03,,625642,Indonesia,Riau,Rokan Hilir,2
2021-08-03,,81973,Indonesia,North Sulawesi,Bolaang Mongondow Timur,2
2021-08-03,,133553,Indonesia,Southeast Sulawesi,Bombana,2
2021-08-03,,233894,Indonesia,South Sulawesi,Toraja Utara,2
2021-08-03,,439799,Indonesia,Central Sulawesi,Parigi Moutong,2
2021-08-02,23997,3054023,Indonesia,Central Sulawesi,,1
2021-08-02,,215285,Indonesia,Aceh,Aceh Selatan,2
2021-08-02,,426505,Indonesia,Aceh,Bireuen,2
2021-08-02,,165269,Indonesia,Aceh,Nagan Raya,2
2021-08-02,,235305,Indonesia,Aceh,Banda Aceh,2
2021-08-02,,78801,Indonesia,Aceh,Subulussalam,2
2021-08-02,,122124,Indonesia,Gorontalo,Gorontalo Utara,2
2021-08-02,,,Indonesia,Jambi,Bungo,2
2021-08-02,,586580,Indonesia,West Java,Cimahi,2
2021-08-02,,949320,Indonesia,East Java,Ponorogo,2
2021-08-02,,2207600,Indonesia,East Java,Sidoarjo,2
2021-08-02,,,Indonesia,East Java,Tuban,2
2021-08-02,,,Indonesia,East Java,Bangkalan,2
2021-08-02,,861240,Indonesia,Central Java,Karanganyar,2
2021-08-02,,1141236,Indonesia,Central Java,Jepara,2
2021-08-02,,70052,Indonesia,Central Kalimantan,Lamandau,2
2021-08-02,,108064,Indonesia,Central Kalimantan,Barito Timur,2
2021-08-02,,76353,Indonesia,North Maluku,Halmahera Timur,2
2021-08-02,,204215,Indonesia,North Maluku,Ternate,2
2021-08-02,,228092,Indonesia,West Nusa Tenggara,Lombok Utara,2
2021-08-02,,163390,Indonesia,Papua,Nabire,2
2021-08-02,,201328,Indonesia,West Sumatra,Dharmasraya,2
2021-08-02,,68602,Indonesia,West Sumatra,Solok,2
2021-08-02,,405714,Indonesia,South Sumatra,Ogan Komering Ulu Selatan,2
2021-08-02,,66020,Indonesia,Central Sulawesi,Banggai Laut,2
2021-08-02,,,Indonesia,North Sumatra,Langkat,2
2021-08-02,,2114627,Indonesia,North Sumatra,Deli Serdang,2
2021-08-02,,94971,Indonesia,North Sumatra,Sibolga,2
2021-08-02,20110,5013687,Indonesia,West Nusa Tenggara,,1
2021-08-02,8605,1380256,Indonesia,West Sulawesi,,1
2021-08-02,,126833,Indonesia,Aceh,Aceh Singkil,2
2021-08-02,,1640647,Indonesia,West Java,Tasikmalaya,2
2021-08-02,,1830607,Indonesia,West Java,Indramayu,2
2021-08-02,,320970,Indonesia,West Java,Sukabumi,2
2021-08-02,,,Indonesia,East Java,Kediri,2
2021-08-02,,,Indonesia,East Java,Banyuwangi,2
2021-08-02,,,Indonesia,East Java,Bondowoso,2
2021-08-02,,,Indonesia,East Java,Pamekasan,2
2021-08-02,,186262,Indonesia,East Java,Pasuruan,2
2021-08-02,,237002,Indonesia,Riau Islands,Karimun,2
2021-08-02,,,Indonesia,Riau Islands,Kepulauan Anambas,2
2021-08-02,,531708,Indonesia,South Kalimantan,Banjar,2
2021-08-02,,241059,Indonesia,Central Kalimantan,Kotawaringin Barat,2
2021-08-02,,249434,Indonesia,Central Kalimantan,Palangkaraya,2
2021-08-02,,168532,Indonesia,North Kalimantan,Nunukan,2
2021-08-02,,186299,Indonesia,North Maluku,Halmahera Utara,2
2021-08-02,,61376,Indonesia,North Maluku,Pulau Taliabu,2
2021-08-02,,211051,Indonesia,West Nusa Tenggara,Dompu,2
2021-08-02,,,Indonesia,East Nusa Tenggara,Timor Tengah Selatan,2
2021-08-02,,82158,Indonesia,East Nusa Tenggara,Sumba Tengah,2
2021-08-02,,75410,Indonesia,West Papua,Teluk Bintuni,2
2021-08-02,,125608,Indonesia,West Sumatra,Payakumbuh,2
2021-08-02,,,Indonesia,Southeast Sulawesi,Muna,2
2021-08-02,,302989,Indonesia,Southeast Sulawesi,Konawe Selatan,2
2021-08-02,,168746,Indonesia,South Sulawesi,Barru,2
2021-08-02,,600059,Indonesia,South Sumatra,Musi Banyuasin,2
2021-08-02,,141780,Indonesia,North Sumatra,Samosir,2
2021-08-02,,422732,Indonesia,Yogyakarta,Yogyakarta City,2
2021-08-02,8218,1202631,Indonesia,Gorontalo,,1
2021-08-02,,152059,Indonesia,Aceh,Bener Meriah,2
2021-08-02,,123236,Indonesia,Bengkulu,Kaur,2
2021-08-02,,1644899,Indonesia,Banten,South Tangerang,2
2021-08-02,,,Indonesia,Jambi,Sarolangun,2
2021-08-02,,2381053,Indonesia,West Java,Bekasi,2
2021-08-02,,,Indonesia,East Java,Tulungagung,2
2021-08-02,,130196,Indonesia,East Java,Mojokerto,2
2021-08-02,,,Indonesia,Central Java,Purworejo,2
2021-08-02,,1261661,Indonesia,Central Java,Magelang,2
2021-08-02,,477764,Indonesia,West Kalimantan,Sanggau,2
2021-08-02,,234192,Indonesia,West Kalimantan,Kapuas Hulu,2
2021-08-02,,596669,Indonesia,West Kalimantan,Kubu Raya,2
2021-08-02,,,Indonesia,Lampung,Tulang Bawang,2
2021-08-02,,130137,Indonesia,North Maluku,Halmahera Barat,2
2021-08-02,,48866,Indonesia,North Maluku,Halmahera Tengah,2
2021-08-02,,311568,Indonesia,East Nusa Tenggara,Sikka,2
2021-08-02,,274758,Indonesia,East Nusa Tenggara,Ende,2
2021-08-02,,433970,Indonesia,East Nusa Tenggara,Kupang,2
2021-08-02,,109436,Indonesia,Papua,Paniai,2
2021-08-02,,303376,Indonesia,Papua,Mimika,2
2021-08-02,,557368,Indonesia,Riau,Rokan Hulu,2
2021-08-02,,,Indonesia,Southeast Sulawesi,Muna Barat,2
2021-08-02,,281020,Indonesia,South Sulawesi,Takalar,2
2021-08-02,,233894,Indonesia,South Sulawesi,Toraja Utara,2
2021-08-02,,,Indonesia,West Sulawesi,Mamuju,2
2021-08-02,,143590,Indonesia,West Sulawesi,Mamuju Tengah,2
2021-08-02,,322184,Indonesia,South Sumatra,Empat Lawang,2
2021-08-02,,,Indonesia,Central Sulawesi,Banggai,2
2021-08-02,,269053,Indonesia,North Sumatra,Binjai,2
2021-08-02,26485,5069127,Indonesia,West Kalimantan,,1
2021-08-02,120310,3721389,Indonesia,East Kalimantan,,1
2021-08-02,45551,2189653,Indonesia,Riau Islands,,1
2021-08-02,,163407,Indonesia,Bangka Belitung Islands,Bangka Selatan,2
2021-08-02,,,Indonesia,Bangka Belitung Islands,Pangkal Pinang,2
2021-08-02,,169458,Indonesia,Bengkulu,Mukomuko,2
2021-08-02,,1139061,Indonesia,Banten,Pandeglang,2
2021-08-02,,231819,Indonesia,Jambi,Kerinci,2
2021-08-02,,,Indonesia,East Java,Blitar,2
2021-08-02,,801768,Indonesia,Central Java,Kudus,2
2021-08-02,,754141,Indonesia,Central Java,Temanggung,2
2021-08-02,,226289,Indonesia,West Kalimantan,Melawi,2
2021-08-02,,120443,Indonesia,West Kalimantan,Kayong Utara,2
2021-08-02,,141344,Indonesia,Central Kalimantan,Seruyan,2
2021-08-02,,156216,Indonesia,Lampung,Pesisir Barat,2
2021-08-02,,71409,Indonesia,Maluku,Buru Selatan,2
2021-08-02,,207283,Indonesia,East Nusa Tenggara,Alor,2
2021-08-02,,253319,Indonesia,East Nusa Tenggara,Manggarai Barat,2
2021-08-02,,152,Indonesia,Papua,Biak Numfor,2
2021-08-02,,52527,Indonesia,Papua,Boven Digoel,2
2021-08-02,,109961,Indonesia,Papua,Dogiyai,2
2021-08-02,,70487,Indonesia,North Sulawesi,Kepulauan Siau Tagulandang Biaro,2
2021-08-02,,,Indonesia,West Sumatra,Solok,2
2021-08-02,,230089,Indonesia,West Sumatra,Sijunjung,2
2021-08-02,,103856,Indonesia,Southeast Sulawesi,Kolaka Timur,2
2021-08-02,,279292,Indonesia,South Sulawesi,Tana Toraja,2
2021-08-02,,161952,Indonesia,South Sumatra,Penukal Abab Lematang Ilir,2
2021-08-02,,238400,Indonesia,Central Sulawesi,Poso,2
2021-08-02,,,Indonesia,North Sumatra,Simalungun,2
2021-08-02,18903,959617,Indonesia,West Papua,,1
2021-08-02,120702,3842932,Indonesia,Yogyakarta,,1
2021-08-02,,204835,Indonesia,Aceh,Aceh Tengah,2
2021-08-02,,211862,Indonesia,Bali,Klungkung,2
2021-08-02,,834881,Indonesia,Bali,Denpasar,2
2021-08-02,,,Indonesia,Bangka Belitung Islands,Belitung,2
2021-08-02,,352497,Indonesia,Jambi,Muaro Jambi,2
2021-08-02,,219632,Indonesia,Jambi,Tanjung Jabung Timur,2
2021-08-02,,3500023,Indonesia,West Java,Bekasi,2
2021-08-02,,,Indonesia,East Java,Jombang,2
2021-08-02,,,Indonesia,East Java,Sampang,2
2021-08-02,,2227390,Indonesia,Jakarta,South Jakarta,2
2021-08-02,,1385254,Indonesia,Central Java,Tegal,2
2021-08-02,,275789,Indonesia,Central Java,Tegal,2
2021-08-02,,157711,Indonesia,East Kalimantan,Penajam North Paser,2
2021-08-02,,303193,Indonesia,South Kalimantan,Barito Kuala,2
2021-08-02,,121429,Indonesia,South Kalimantan,Balangan,2
2021-08-02,,403684,Indonesia,Central Kalimantan,Kotawaringin Timur,2
2021-08-02,,453212,Indonesia,Lampung,Pringsewu,2
2021-08-02,,,Indonesia,East Nusa Tenggara,Sumba Barat,2
2021-08-02,,156559,Indonesia,East Nusa Tenggara,Nagekeo,2
2021-08-02,,162199,Indonesia,Papua,Jayapura,2
2021-08-02,,106827,Indonesia,Papua,Yapen Islands,2
2021-08-02,,31400,Indonesia,Papua,Waropen,2
2021-08-02,,101086,Indonesia,Papua,Asmat,2
2021-08-02,,60082,Indonesia,West Papua,Kaimana,2
2021-08-02,,,Indonesia,North Sulawesi,Bolaang Mongondow,2
2021-08-02,,140420,Indonesia,North Sulawesi,Sangihe,2
2021-08-02,,83706,Indonesia,North Sulawesi,Bolaang Mongondow Utara,2
2021-08-02,,457861,Indonesia,West Sumatra,Padang Pariaman,2
2021-08-02,,85485,Indonesia,West Sumatra,Pariaman,2
2021-08-02,,,Indonesia,Southeast Sulawesi,Kolaka,2
2021-08-02,,331013,Indonesia,Southeast Sulawesi,Kendari,2
2021-08-02,,152143,Indonesia,Southeast Sulawesi,Baubau,2
2021-08-02,,746735,Indonesia,South Sulawesi,Gowa,2
2021-08-02,,251519,Indonesia,South Sulawesi,Soppeng,2
2021-08-02,,407057,Indonesia,South Sulawesi,Pinrang,2
2021-08-02,,129542,Indonesia,South Sulawesi,Parepare,2
2021-08-02,,241173,Indonesia,Central Sulawesi,Sigi,2
2021-08-02,,1038554,Indonesia,North Sumatra,Asahan,2
2021-08-02,,,Indonesia,North Sumatra,Pakpak Bharat,2
2021-08-02,49135,4244096,Indonesia,South Kalimantan,,1
2021-08-02,35340,2714000,Indonesia,Central Kalimantan,,1
2021-08-02,,619407,Indonesia,Aceh,Aceh Utara,2
2021-08-02,,38077,Indonesia,Aceh,Sabang,2
2021-08-02,,485377,Indonesia,Bali,Gianyar,2
2021-08-02,,,Indonesia,Bangka Belitung Islands,Bangka,2
2021-08-02,,191897,Indonesia,Gorontalo,Gorontalo,2
2021-08-02,,2436729,Indonesia,West Java,Sukabumi,2
2021-08-02,,780000,Indonesia,East Java,Malang,2
2021-08-02,,,Indonesia,East Kalimantan,Samarinda,2
2021-08-02,,71448,Indonesia,Riau Islands,Natuna,2
2021-08-02,,203221,Indonesia,Maluku,Seram Bagian Barat,2
2021-08-02,,136492,Indonesia,West Nusa Tenggara,Bima,2
2021-08-02,,91194,Indonesia,East Nusa Tenggara,Sabu Raijua,2
2021-08-02,,,Indonesia,Papua,Pegunungan Bintang,2
2021-08-02,,100182,Indonesia,Papua,Mappi,2
2021-08-02,,,Indonesia,West Papua,Manokwari Selatan,2
2021-08-02,,610067,Indonesia,Riau,Indragiri Hilir,2
2021-08-02,,120597,Indonesia,North Sulawesi,Kotamobagu,2
2021-08-02,,253299,Indonesia,West Sumatra,Pasaman,2
2021-08-02,,52422,Indonesia,West Sumatra,Padang Panjang,2
2021-08-02,,92664,Indonesia,Southeast Sulawesi,Buton Selatan,2
2021-08-02,,255535,Indonesia,South Sulawesi,Sinjai,2
2021-08-02,,475610,Indonesia,South Sulawesi,Wajo,2
2021-08-02,,180130,Indonesia,South Sulawesi,Palopo,2
2021-08-02,,136244,Indonesia,South Sumatra,Pagar Alam,2
2021-08-02,,208489,Indonesia,Central Sulawesi,Tolitoli,2
2021-08-02,,2210625,Indonesia,North Sumatra,Medan,2
2021-08-02,818732,10557810,Indonesia,Jakarta,,1
2021-08-02,62351,14562549,Indonesia,North Sumatra,,1
2021-08-02,,218007,Indonesia,Aceh,Aceh Tenggara,2
2021-08-02,,274031,Indonesia,Bengkulu,Bengkulu Utara,2
2021-08-02,,2256589,Indonesia,West Java,Cianjur,2
2021-08-02,,182819,Indonesia,West Java,Banjar,2
2021-08-02,,2430185,Indonesia,East Java,Jember,2
2021-08-02,,,Indonesia,East Java,Pasuruan,2
2021-08-02,,,Indonesia,East Java,Sumenep,2
2021-08-02,,914283,Indonesia,Jakarta,Central Jakarta,2
2021-08-02,,612334,Indonesia,Central Java,Rembang,2
2021-08-02,,,Indonesia,Riau Islands,Lingga,2
2021-08-02,,335677,Indonesia,South Kalimantan,Tanah Laut,2
2021-08-02,,170826,Indonesia,South Kalimantan,Tapin,2
2021-08-02,,1448848,Indonesia,Lampung,Lampung Tengah,2
2021-08-02,,205302,Indonesia,Papua,Puncak Jaya,2
2021-08-02,,35543,Indonesia,Papua,Sarmi,2
2021-08-02,,226524,Indonesia,Papua,Tolikara,2
2021-08-02,,109763,Indonesia,Papua,Lanny Jaya,2
2021-08-02,,103373,Indonesia,Papua,Nduga,2
2021-08-02,,230436,Indonesia,North Sulawesi,Minahasa Selatan,2
2021-08-02,,461636,Indonesia,North Sulawesi,Manado,2
2021-08-02,,96411,Indonesia,North Sulawesi,Tomohon,2
2021-08-02,,107898,Indonesia,Southeast Sulawesi,Wakatobi,2
2021-08-02,,236850,Indonesia,South Sulawesi,Enrekang,2
2021-08-02,,188082,Indonesia,South Sumatra,Prabumulih,2
2021-08-02,,288686,Indonesia,Central Sulawesi,Donggala,2
2021-08-02,,263062,Indonesia,North Sumatra,Padang Lawas Utara,2
2021-08-02,23312,5371532,Indonesia,Aceh,,1
2021-08-02,78507,4336000,Indonesia,Bali,,1
2021-08-02,18442,1991838,Indonesia,Bengkulu,,1
2021-08-02,314589,39698631,Indonesia,East Java,,1
2021-08-02,72571,5441197,Indonesia,West Sumatra,,1
2021-08-02,16634,2704737,Indonesia,Southeast Sulawesi,,1
2021-08-02,,418189,Indonesia,Aceh,Aceh Timur,2
2021-08-02,,443718,Indonesia,Aceh,Pidie,2
2021-08-02,,281756,Indonesia,Aceh,Aceh Tamiang,2
2021-08-02,,457765,Indonesia,Bali,Tabanan,2
2021-08-02,,3584770,Indonesia,Banten,Tangerang,2
2021-08-02,,387543,Indonesia,Banten,Cilegon,2
2021-08-02,,329077,Indonesia,Jambi,Merangin,2
2021-08-02,,602187,Indonesia,Jambi,Jambi,2
2021-08-02,,316126,Indonesia,West Java,Cirebon,2
2021-08-02,,,Indonesia,East Java,Pacitan,2
2021-08-02,,,Indonesia,East Java,Probolinggo,2
2021-08-02,,,Indonesia,East Java,Nganjuk,2
2021-08-02,,,Indonesia,East Java,Madiun,2
2021-08-02,,885200,Indonesia,Central Java,Sukoharjo,2
2021-08-02,,1457090,Indonesia,Central Java,Pemalang,2
2021-08-02,,1835627,Indonesia,Central Java,Brebes,2
2021-08-02,,398562,Indonesia,West Kalimantan,Sintang,2
2021-08-02,,121455,Indonesia,Central Kalimantan,Barito Selatan,2
2021-08-02,,1259289,Indonesia,Lampung,Lampung Selatan,2
2021-08-02,,294636,Indonesia,Lampung,Lampung Barat,2
2021-08-02,,472483,Indonesia,Lampung,Way Kanan,2
2021-08-02,,418510,Indonesia,Maluku,Maluku Tengah,2
2021-08-02,,125684,Indonesia,Maluku,Seram Bagian Timur,2
2021-08-02,,276839,Indonesia,East Nusa Tenggara,Flores Timur,2
2021-08-02,,131083,Indonesia,East Nusa Tenggara,Lembata,2
2021-08-02,,186998,Indonesia,East Nusa Tenggara,Malaka,2
2021-08-02,,352845,Indonesia,South Sulawesi,Luwu Utara,2
2021-08-02,,1651146,Indonesia,South Sulawesi,Makassar,2
2021-08-02,,264108,Indonesia,North Sumatra,Tapanuli Selatan,2
2021-08-02,,,Indonesia,North Sumatra,Karo,2
2021-08-02,,,Indonesia,North Sumatra,Nias Selatan,2
2021-08-02,,191856,Indonesia,North Sumatra,Humbang Hasundutan,2
2021-08-02,,144011,Indonesia,North Sumatra,Nias Utara,2
2021-08-02,115111,12927316,Indonesia,Banten,,1
2021-08-02,,153313,Indonesia,Aceh,Pidie Jaya,2
2021-08-02,,268569,Indonesia,Bengkulu,Rejang Lebong,2
2021-08-02,,5715009,Indonesia,West Java,Bogor,2
2021-08-02,,1100576,Indonesia,West Java,Sumedang,2
2021-08-02,,845689,Indonesia,West Java,Purwakarta,2
2021-08-02,,,Indonesia,East Java,Ngawi,2
2021-08-02,,,Indonesia,East Java,Lamongan,2
2021-08-02,,958606,Indonesia,Central Java,Sragen,2
2021-08-02,,1259732,Indonesia,Central Java,Pati,2
2021-08-02,,618388,Indonesia,West Kalimantan,Pontianak,2
2021-08-02,,240048,Indonesia,East Kalimantan,Paser,2
2021-08-02,,28833,Indonesia,East Kalimantan,Mahakam Ulu,2
2021-08-02,,1029808,Indonesia,Riau Islands,Batam,2
2021-08-02,,230847,Indonesia,South Kalimantan,Tabalong,2
2021-08-02,,,Indonesia,Maluku,Maluku Tenggara,2
2021-08-02,,82955,Indonesia,Maluku,Tual,2
2021-08-02,,103171,Indonesia,North Maluku,Tidore,2
2021-08-02,,132130,Indonesia,West Nusa Tenggara,Sumbawa Barat,2
2021-08-02,,,Indonesia,East Nusa Tenggara,Manggarai,2
2021-08-02,,232951,Indonesia,East Nusa Tenggara,Sumba Timur,2
2021-08-02,,300671,Indonesia,East Nusa Tenggara,Sumba Barat Daya,2
2021-08-02,,249218,Indonesia,East Nusa Tenggara,Manggarai Timur,2
2021-08-02,,264084,Indonesia,Riau,Dumai,2
2021-08-02,,205774,Indonesia,West Sulawesi,Pasangkayu,2
2021-08-02,,1452456,Indonesia,South Sumatra,Palembang,2
2021-08-02,,,Indonesia,Central Sulawesi,Buol,2
2021-08-02,,,Indonesia,North Sumatra,Toba Regency,2
2021-08-02,,278055,Indonesia,North Sumatra,Pematangsiantar,2
2021-08-02,,225544,Indonesia,North Sumatra,Padang Sidempuan,2
2021-08-02,,1063448,Indonesia,Yogyakarta,Sleman,2
2021-08-02,34168,1488792,Indonesia,Bangka Belitung Islands,,1
2021-08-02,614138,49316712,Indonesia,West Java,,1
2021-08-02,40402,5456203,Indonesia,East Nusa Tenggara,,1
2021-08-02,,1538100,Indonesia,West Java,Subang,2
2021-08-02,,,Indonesia,East Java,Mojokerto,2
2021-08-02,,,Indonesia,East Java,Bojonegoro,2
2021-08-02,,1197982,Indonesia,Central Java,Kebumen,2
2021-08-02,,845760,Indonesia,Central Java,Wonosobo,2
2021-08-02,,1041557,Indonesia,Central Java,Wonogiri,2
2021-08-02,,951465,Indonesia,Central Java,Kendal,2
2021-08-02,,573809,Indonesia,West Kalimantan,Ketapang,2
2021-08-02,,156133,Indonesia,East Kalimantan,West Kutai,2
2021-08-02,,161413,Indonesia,East Kalimantan,Bontang,2
2021-08-02,,216600,Indonesia,South Kalimantan,Banjarbaru,2
2021-08-02,,50651,Indonesia,Central Kalimantan,Sukamara,2
